event,dt,user_id,id
create_order,2021-07-21,6,314830
create_order,2021-07-27,6,258254
create_order,2021-07-27,6,1505316
create_order,2021-07-27,6,815071
create_order,2021-07-29,6,1029999
create_order,2021-08-02,6,1951720
create_order,2021-08-07,6,1072899
create_order,2021-08-07,6,1001772
create_order,2021-08-07,6,2303890
add,2021-06-06,7,411688
add,2021-06-06,7,1554620
add,2021-06-09,7,672129
add,2021-06-09,7,1597762
add,2021-06-09,7,378136
add,2021-06-09,7,1568616
add,2021-06-09,7,734393
add,2021-06-09,7,1690185
add,2021-06-15,7,225295
add,2021-06-15,7,467295
add,2021-06-15,7,1726015
add,2021-06-19,7,1611003
add,2021-06-19,7,1187665
add,2021-06-19,7,1385222
add,2021-06-19,7,1743660
add,2021-06-19,7,1560274
add,2021-06-19,7,1385258
add,2021-06-25,7,7621
add,2021-06-25,7,954322
add,2021-06-25,7,1271253
add,2021-06-25,7,2110524
add,2021-06-25,7,941439
add,2021-06-25,7,855439
add,2021-06-25,7,1634877
add,2021-06-25,7,2087102
add,2021-06-25,7,1507128
add,2021-06-25,7,1056069
add,2021-06-25,7,431287
add,2021-06-25,7,16414
add,2021-06-25,7,526
add,2021-06-25,7,49250
add,2021-06-25,7,522
add,2021-06-25,7,1597210
add,2021-07-06,7,773654
add,2021-07-06,7,1664613
add,2021-07-06,7,305423
add,2021-07-06,7,366364
add,2021-07-06,7,1633204
add,2021-07-06,7,1610371
add,2021-07-06,7,839289
add,2021-07-06,7,1573641
add,2021-07-06,7,1609783
add,2021-07-06,7,1766842
add,2021-07-06,7,995271
add,2021-07-06,7,1138719
add,2021-07-06,7,1582765
add,2021-07-06,7,2121809
add,2021-07-06,7,1564513
add,2021-07-06,7,993176
add,2021-07-06,7,747414
add,2021-07-06,7,11984
add,2021-07-06,7,736010
add,2021-07-06,7,2001731
add,2021-07-06,7,2121807
add,2021-07-06,7,1732234
add,2021-07-06,7,1635666
add,2021-07-06,7,1762399
add,2021-07-06,7,1607506
add,2021-07-06,7,1560700
add,2021-07-07,7,1496134
add,2021-07-09,7,164555
add,2021-07-09,7,1120130
add,2021-07-09,7,265695
add,2021-07-09,7,247419
add,2021-07-09,7,278658
add,2021-07-12,7,549815
add,2021-07-12,7,1668915
add,2021-07-12,7,1798617
add,2021-07-12,7,1465621
add,2021-07-12,7,22481
add,2021-07-12,7,1632120
add,2021-07-12,7,1022791
add,2021-07-12,7,716512
add,2021-07-12,7,1765045
add,2021-07-15,7,2012096
add,2021-07-16,7,861021
add,2021-07-16,7,793279
add,2021-07-16,7,1834617
add,2021-07-16,7,360812
add,2021-07-16,7,799659
add,2021-07-16,7,644696
add,2021-07-17,7,897174
add,2021-07-17,7,1172814
add,2021-07-17,7,458728
add,2021-07-17,7,547746
add,2021-07-17,7,483517
add,2021-07-17,7,2353041
add,2021-07-17,7,1379375
add,2021-07-21,7,981459
add,2021-07-21,7,1565438
add,2021-07-21,7,1386811
add,2021-07-21,7,2011930
add,2021-07-21,7,250518
add,2021-07-21,7,52652
add,2021-07-21,7,1201867
add,2021-07-21,7,1224999
add,2021-07-21,7,1586439
add,2021-07-21,7,1327063
add,2021-07-21,7,737629
add,2021-07-21,7,421052
add,2021-07-21,7,1884932
add,2021-07-21,7,2011931
add,2021-07-21,7,502171
add,2021-07-21,7,974728
add,2021-07-21,7,974803
add,2021-07-21,7,1003912
add,2021-07-21,7,1194264
add,2021-07-21,7,325140
add,2021-07-21,7,1072289
add,2021-07-21,7,1090408
add,2021-07-21,7,312686
add,2021-07-21,7,2009873
add,2021-07-21,7,407384
add,2021-07-21,7,1189419
add,2021-07-23,7,565094
add,2021-07-27,7,1103315
add,2021-07-27,7,1199969
add,2021-07-27,7,2110508
add,2021-07-27,7,88285
add,2021-07-27,7,1066996
add,2021-07-27,7,1066964
add,2021-07-27,7,459997
add,2021-07-27,7,737796
add,2021-07-27,7,899888
add,2021-07-27,7,227761
add,2021-07-27,7,1140007
add,2021-07-27,7,1129384
add,2021-07-27,7,1606195
add,2021-08-02,7,846306
add,2021-08-02,7,16533
add,2021-08-02,7,1017216
add,2021-08-02,7,173045
add,2021-08-02,7,1111367
add,2021-08-19,7,322816
add,2021-08-19,7,1307788
add,2021-08-19,7,208456
add,2021-08-31,7,2123274
add,2021-09-03,7,1761295
add,2021-09-07,7,1025961
add,2021-09-07,7,1606937
add,2021-09-07,7,2121954
add,2021-09-07,7,430765
add,2021-09-07,7,1351922
add,2021-09-07,7,2013812
add,2021-09-07,7,1563240
add,2021-09-07,7,90398
add,2021-09-07,7,1605252
create_order,2021-05-31,7,436603
create_order,2021-05-31,7,1249800
add,2021-05-20,8,1995433
add,2021-05-20,8,1165748
add,2021-05-23,8,1743601
create_order,2021-05-10,8,1564513
create_order,2021-05-19,8,1652611
create_order,2021-05-19,8,1686798
create_order,2021-05-20,8,1744799
create_order,2021-06-17,8,1918979
create_order,2021-06-17,8,2106971
create_order,2021-06-22,8,509630
create_order,2021-07-06,8,2116531
create_order,2021-07-06,8,2119021
create_order,2021-07-06,8,711246
create_order,2021-07-15,8,1131560
add,2021-08-17,9,1554633
add,2021-08-17,9,1740468
add,2021-08-17,9,341570
add,2021-08-17,9,1589086
add,2021-08-27,9,2005691
add,2021-08-28,9,1581375
create_order,2021-05-13,9,1610571
create_order,2021-08-28,9,229136
create_order,2021-08-28,9,402239
create_order,2021-08-28,9,1391736
create_order,2021-08-28,9,244914
create_order,2021-08-28,9,1850316
create_order,2021-08-28,9,2118854
create_order,2021-08-28,9,1691410
create_order,2021-06-08,11,69426
create_order,2021-06-08,11,328952
create_order,2021-06-08,11,282073
create_order,2021-06-08,11,80966
create_order,2021-06-08,11,1744670
create_order,2021-06-08,11,397077
create_order,2021-06-08,11,656497
create_order,2021-06-08,11,1780217
create_order,2021-06-08,11,970766
create_order,2021-06-08,11,1844534
create_order,2021-06-08,11,576658
create_order,2021-07-15,12,176416
create_order,2021-07-15,12,1600953
create_order,2021-07-15,12,1041607
create_order,2021-07-15,12,44925
create_order,2021-07-22,12,2000605
create_order,2021-07-22,12,6971
create_order,2021-07-22,12,1202678
create_order,2021-07-22,12,1844097
create_order,2021-07-22,12,612752
create_order,2021-07-22,12,366138
create_order,2021-07-25,12,2011332
create_order,2021-07-25,12,1559512
create_order,2021-08-06,12,1583199
create_order,2021-08-06,12,326134
create_order,2021-08-06,12,1999887
create_order,2021-08-19,12,2114006
create_order,2021-08-19,12,1554052
create_order,2021-06-03,13,1910933
create_order,2021-06-03,13,209272
create_order,2021-06-03,13,703422
create_order,2021-06-03,13,426439
create_order,2021-06-03,13,1138317
create_order,2021-06-03,13,210070
create_order,2021-06-03,13,329956
create_order,2021-06-03,13,429966
create_order,2021-06-03,13,221246
create_order,2021-06-03,13,386535
add,2021-01-15,14,155520
add,2021-01-29,14,807500
add,2021-02-11,14,324729
add,2021-03-12,14,340292
add,2021-03-12,14,1512269
add,2021-03-12,14,340077
add,2021-03-12,14,339370
add,2021-03-12,14,340360
add,2021-03-12,14,1800154
add,2021-03-12,14,1911611
add,2021-03-12,14,340099
add,2021-03-12,14,1247997
add,2021-03-12,14,1657390
add,2021-03-12,14,339611
add,2021-03-12,14,339251
create_order,2021-02-10,14,44127
create_order,2021-02-12,14,900175
create_order,2021-02-15,14,6373
create_order,2021-02-15,14,418360
create_order,2021-02-15,14,86008
create_order,2021-02-16,14,25110
create_order,2021-02-20,14,912238
create_order,2021-02-20,14,866924
create_order,2021-02-20,14,35537
create_order,2021-02-26,14,427394
create_order,2021-02-26,14,187166
create_order,2021-03-01,14,146870
create_order,2021-03-01,14,38940
create_order,2021-03-01,14,63955
create_order,2021-03-01,14,324421
create_order,2021-03-02,14,753181
create_order,2021-03-02,14,60810
create_order,2021-03-02,14,210398
create_order,2021-03-02,14,55796
create_order,2021-03-02,14,133116
create_order,2021-03-02,14,130785
create_order,2021-03-02,14,159054
create_order,2021-03-02,14,33032
create_order,2021-03-02,14,830606
create_order,2021-03-02,14,36897
create_order,2021-03-03,14,1014051
create_order,2021-03-04,14,12977
create_order,2021-03-05,14,1031828
create_order,2021-03-05,14,86311
create_order,2021-03-05,14,23393
create_order,2021-03-09,14,669901
create_order,2021-03-09,14,1792017
create_order,2021-03-10,14,33957
create_order,2021-03-10,14,11233
create_order,2021-03-10,14,37922
create_order,2021-03-11,14,909043
create_order,2021-03-11,14,1554049
create_order,2021-03-12,14,109863
create_order,2021-03-12,14,64781
create_order,2021-03-15,14,353222
create_order,2021-03-15,14,1552
create_order,2021-03-17,14,61838
create_order,2021-03-18,14,1580373
create_order,2021-03-23,14,221103
create_order,2021-03-23,14,5697
create_order,2021-03-23,14,609154
create_order,2021-03-24,14,594868
create_order,2021-03-26,14,1733937
create_order,2021-03-30,14,881204
create_order,2021-03-30,14,1866639
create_order,2021-03-30,14,5098
create_order,2021-03-30,14,738374
create_order,2021-03-30,14,1707705
create_order,2021-03-30,14,935898
create_order,2021-03-30,14,45495
create_order,2021-03-30,14,218311
create_order,2021-03-30,14,336124
add,2021-08-08,15,361082
add,2021-08-13,15,1369490
create_order,2021-08-02,15,1649218
create_order,2021-08-02,15,1554358
create_order,2021-08-02,15,1631923
create_order,2021-08-02,15,1752465
create_order,2021-08-02,15,1649143
create_order,2021-08-02,15,831667
create_order,2021-08-02,15,1554246
create_order,2021-08-02,15,1605546
create_order,2021-08-02,15,669266
create_order,2021-08-02,15,71230
create_order,2021-08-08,15,1876390
add,2021-04-15,16,1090368
add,2021-04-15,16,197775
add,2021-04-15,16,993627
add,2021-04-15,16,1966306
add,2021-04-15,16,1158825
add,2021-04-15,16,219543
add,2021-04-15,16,856178
add,2021-04-15,16,1033177
add,2021-04-15,16,1158735
add,2021-04-15,16,970977
add,2021-04-15,16,1685747
add,2021-04-15,16,263026
add,2021-04-15,16,1922312
add,2021-04-15,16,985386
add,2021-04-15,16,1222120
add,2021-04-15,16,1335571
add,2021-04-15,16,32223
add,2021-04-15,16,1594174
add,2021-04-15,16,1089497
add,2021-04-15,16,1700526
add,2021-04-15,16,258824
add,2021-04-15,16,1666201
add,2021-04-15,16,1901364
add,2021-04-15,16,1653778
add,2021-04-15,16,478152
add,2021-04-15,16,908980
add,2021-04-15,16,182939
add,2021-04-15,16,509884
add,2021-04-15,16,537525
add,2021-04-15,16,1917675
add,2021-04-15,16,269742
add,2021-04-15,16,1770054
add,2021-04-15,16,1942323
add,2021-04-15,16,1183713
add,2021-04-15,16,1090290
add,2021-04-15,16,509863
add,2021-04-15,16,1619413
add,2021-04-15,16,175752
add,2021-04-15,16,490312
add,2021-04-15,16,1554616
add,2021-04-15,16,853714
add,2021-04-15,16,102790
add,2021-04-15,16,949604
add,2021-04-15,16,1820665
add,2021-04-15,16,1554613
add,2021-04-15,16,1081764
add,2021-04-15,16,530314
add,2021-04-15,16,2024605
add,2021-05-18,16,375737
add,2021-05-31,16,851878
add,2021-06-01,16,1334977
add,2021-06-01,16,1732387
add,2021-06-18,16,94044
add,2021-06-18,16,1904477
add,2021-06-18,16,1696681
add,2021-06-18,16,2073507
add,2021-06-18,16,1069118
add,2021-07-15,16,1356662
add,2021-07-15,16,977274
add,2021-07-15,16,1587937
add,2021-07-15,16,321726
add,2021-07-18,16,1810962
add,2021-07-18,16,1060183
add,2021-07-18,16,1104823
add,2021-07-18,16,1480256
add,2021-07-18,16,2107261
add,2021-07-18,16,1436875
add,2021-07-18,16,2022139
add,2021-07-18,16,1653401
add,2021-07-18,16,1971372
add,2021-07-18,16,2500576
add,2021-07-18,16,1466343
add,2021-07-18,16,2107512
add,2021-07-18,16,1739387
add,2021-07-20,16,1578813
add,2021-07-20,16,1496933
add,2021-07-29,16,2008647
create_order,2021-04-15,16,866766
create_order,2021-04-15,16,1929632
create_order,2021-04-15,16,866886
create_order,2021-04-15,16,906644
create_order,2021-04-15,16,1317122
create_order,2021-04-15,16,1595810
create_order,2021-04-15,16,1923749
create_order,2021-04-15,16,1928751
add,2021-06-30,17,2024671
add,2021-06-30,17,1921479
add,2021-08-02,17,1658242
add,2021-08-02,17,753572
add,2021-08-02,17,324434
add,2021-08-02,17,857731
add,2021-08-02,17,2105322
add,2021-08-02,17,1584071
add,2021-08-02,17,1563433
add,2021-08-02,17,1966400
add,2021-08-02,17,166953
add,2021-08-02,17,1428356
add,2021-08-02,17,272294
add,2021-08-02,17,1196114
add,2021-08-02,17,641401
add,2021-08-02,17,652230
add,2021-08-02,17,271127
add,2021-08-02,17,208601
add,2021-08-02,17,287912
add,2021-08-24,17,1863048
add,2021-08-24,17,1848226
add,2021-08-24,17,1620832
add,2021-08-24,17,2019508
create_order,2021-06-15,17,1006074
create_order,2021-06-15,17,371971
create_order,2021-06-15,17,1824253
create_order,2021-06-15,17,1824371
create_order,2021-06-16,17,1354664
create_order,2021-06-17,17,2086834
create_order,2021-06-18,17,178638
create_order,2021-06-18,17,1426556
create_order,2021-06-18,17,315667
create_order,2021-06-18,17,1068973
create_order,2021-06-18,17,1915812
create_order,2021-06-19,17,1365774
create_order,2021-06-28,17,1662107
create_order,2021-06-28,17,1921962
create_order,2021-06-28,17,1768973
create_order,2021-06-29,17,1844103
create_order,2021-06-29,17,1601977
create_order,2021-06-29,17,488713
create_order,2021-06-29,17,1783619
create_order,2021-06-29,17,1819189
create_order,2021-06-29,17,1653811
create_order,2021-07-07,17,343153
create_order,2021-07-07,17,1802634
create_order,2021-07-08,17,1899904
create_order,2021-07-08,17,569574
create_order,2021-07-08,17,27520
create_order,2021-07-08,17,1198218
create_order,2021-07-14,17,449599
create_order,2021-07-14,17,1242354
create_order,2021-07-23,17,803543
create_order,2021-07-23,17,2118092
create_order,2021-07-23,17,208011
create_order,2021-07-23,17,1752863
create_order,2021-07-23,17,2118097
create_order,2021-07-23,17,1991925
create_order,2021-07-23,17,1081090
create_order,2021-07-23,17,261953
create_order,2021-07-23,17,287909
create_order,2021-07-26,17,571342
create_order,2021-07-30,17,67471
create_order,2021-07-30,17,303404
create_order,2021-07-30,17,1393447
create_order,2021-07-30,17,1599116
create_order,2021-08-01,17,1095890
create_order,2021-08-01,17,569179
create_order,2021-08-01,17,89659
create_order,2021-08-01,17,1857895
create_order,2021-08-23,17,1216514
create_order,2021-08-23,17,266762
add,2021-06-19,18,1465435
add,2021-06-19,18,1643056
add,2021-06-24,18,6343
add,2021-06-24,18,1865835
add,2021-06-24,18,1147324
add,2021-06-24,18,1691668
add,2021-06-24,18,1964629
add,2021-06-24,18,709068
add,2021-06-24,18,1882559
add,2021-06-24,18,1612048
add,2021-06-24,18,146
add,2021-06-24,18,416880
add,2021-06-24,18,1069906
add,2021-06-24,18,1626627
add,2021-06-24,18,1079315
add,2021-06-24,18,1133983
add,2021-06-24,18,2010283
add,2021-06-24,18,848482
add,2021-06-24,18,1821739
add,2021-06-24,18,1977298
add,2021-06-24,18,464804
add,2021-06-24,18,1882616
add,2021-06-24,18,1643923
add,2021-06-24,18,2006876
add,2021-06-24,18,1653610
add,2021-06-24,18,2085914
add,2021-06-24,18,1973371
add,2021-06-24,18,789288
add,2021-06-24,18,1583076
add,2021-06-24,18,142218
add,2021-06-24,18,1922056
add,2021-06-24,18,1256885
add,2021-06-24,18,1737634
add,2021-06-24,18,2014800
add,2021-06-24,18,1985141
add,2021-06-24,18,317992
add,2021-06-24,18,1038529
add,2021-06-24,18,1655251
add,2021-06-24,18,1886680
add,2021-06-24,18,610203
add,2021-06-24,18,1613906
add,2021-06-24,18,379645
add,2021-06-24,18,1397562
add,2021-06-24,18,971882
add,2021-06-24,18,1590284
add,2021-06-24,18,1297522
add,2021-06-24,18,2015080
add,2021-06-24,18,379865
add,2021-06-25,18,1202678
add,2021-07-07,18,1964249
add,2021-07-09,18,2025687
add,2021-07-30,18,861974
add,2021-07-31,18,2499677
add,2021-08-04,18,2000234
add,2021-08-07,18,1693334
add,2021-08-07,18,1831144
add,2021-08-07,18,1757836
add,2021-08-09,18,1993342
add,2021-08-09,18,1259509
add,2021-08-09,18,1605047
add,2021-08-09,18,2114370
add,2021-08-09,18,1692565
add,2021-08-09,18,421703
add,2021-08-09,18,27303
add,2021-08-09,18,1711522
add,2021-08-09,18,2006989
add,2021-08-09,18,1586104
add,2021-08-09,18,1633068
add,2021-08-09,18,2001665
